Name	Timepoint	start	end	Strand	Frequency	Total_Reads
2035	JUNC_2035	24hpi,72hpi	18189	18441	-,+	4	324
2036	JUNC_2036	72hpi	18189	18683	-	1	246
2037	JUNC_2037	12hpi,24hpi,4hpi,72hpi	18189	18684	-,+	7	174948
2038	JUNC_2038	24hpi,72hpi	18189	18685	-	3	134
2039	JUNC_2039	72hpi	18189	20668	-,+	2	66
2040	JUNC_2040	72hpi	18189	21682	-,+	2	95
2041	JUNC_2041	72hpi	18218	18684	-,+	2	101
2042	JUNC_2042	72hpi	18298	18692	+	1	1
2043	JUNC_2043	72hpi	18302	19863	+	1	1
2044	JUNC_2044	72hpi	18303	18364	+	1	15
2045	JUNC_2045	72hpi	18313	18695	+	1	5
2046	JUNC_2046	72hpi	18316	18731	+	1	3
2047	JUNC_2047	72hpi	18333	18689	+,-	2	10
2048	JUNC_2048	72hpi	18341	18717	+	1	4
2049	JUNC_2049	24hpi,72hpi	18341	18760	+	2	5
2050	JUNC_2050	24hpi,72hpi	18341	20162	+	2	2
2051	JUNC_2051	72hpi	18349	20153	+	1	4
2052	JUNC_2052	24hpi	18350	18613	+	1	8
2053	JUNC_2053	72hpi	18350	18678	+	1	285
2054	JUNC_2054	24hpi,72hpi	18350	18689	+	2	497
2055	JUNC_2055	24hpi,72hpi	18350	18699	+	2	552
2056	JUNC_2056	12hpi,24hpi,4hpi,72hpi	18350	18717	+	4	39445
2057	JUNC_2057	72hpi	18350	18735	+	1	143
2058	JUNC_2058	72hpi	18350	20130	+	1	406
2059	JUNC_2059	72hpi	18350	20140	+	1	132
2060	JUNC_2060	12hpi,24hpi,4hpi,72hpi	18350	20162	+	4	45481
2061	JUNC_2061	72hpi	18350	20167	+	1	457
2062	JUNC_2062	24hpi,72hpi	18350	20419	+	2	1391
2063	JUNC_2063	72hpi	18350	20894	+	1	65
2064	JUNC_2064	24hpi,72hpi	18350	22492	+	2	554
2065	JUNC_2065	72hpi	18354	20167	+	1	8
2066	JUNC_2066	72hpi	18376	18489	-	1	1
2067	JUNC_2067	72hpi	18380	18682	-	1	11
2068	JUNC_2068	72hpi	18415	18574	+	1	4
2069	JUNC_2069	72hpi	18448	20172	+	1	30
2070	JUNC_2070	72hpi	18485	19628	+	1	5
2071	JUNC_2071	72hpi	18497	18684	-	1	31
2072	JUNC_2072	72hpi	18503	18684	-,+	2	332
2073	JUNC_2073	72hpi	18524	18684	-	1	53
2074	JUNC_2074	72hpi	18551	18684	-	1	22
2075	JUNC_2075	72hpi	18573	18779	+,-	2	96
2076	JUNC_2076	72hpi	18574	21794	+	1	9
2077	JUNC_2077	72hpi	18577	21669	+	1	3
2078	JUNC_2078	24hpi	18582	18684	-	1	22
2079	JUNC_2079	72hpi	18632	18699	+	1	177
2080	JUNC_2080	24hpi,72hpi	18632	18717	+	2	517
2081	JUNC_2081	72hpi	18643	18875	+	2	22
2082	JUNC_2082	72hpi	18721	18850	+	1	1
2083	JUNC_2083	72hpi	18739	20659	+	1	19
2084	JUNC_2084	72hpi	18751	18835	+,-	2	17
2085	JUNC_2085	72hpi	18751	18906	-,+	2	9249
2086	JUNC_2086	24hpi	18751	19077	-	1	481
2087	JUNC_2087	24hpi	18751	20635	-	1	2
2088	JUNC_2088	72hpi	18751	20663	-,+	2	781
2089	JUNC_2089	12hpi,24hpi,72hpi	18751	20668	-,+	6	32600
2090	JUNC_2090	24hpi	18751	20734	-	1	2
2091	JUNC_2091	72hpi	18751	20747	-	1	1371
2092	JUNC_2092	72hpi	18751	20883	-,+	2	4509
2093	JUNC_2093	24hpi,72hpi	18751	21128	-,+	3	9659
2094	JUNC_2094	12hpi,24hpi,72hpi	18751	21682	-,+	6	5026
2095	JUNC_2095	72hpi	18751	21710	-,+	2	11791
2096	JUNC_2096	72hpi	18753	18851	+	1	29
2097	JUNC_2097	72hpi	18763	20158	+	2	410
2098	JUNC_2098	72hpi	18764	20160	+	2	346
2099	JUNC_2099	72hpi	18766	22493	+	1	22
2100	JUNC_2100	72hpi	18767	20153	+	1	46
2101	JUNC_2101	12hpi,24hpi,4hpi,72hpi	18768	20162	+	4	50292
2102	JUNC_2102	24hpi,72hpi	18768	20167	+	2	1784
2103	JUNC_2103	72hpi	18768	20193	+	1	574
2104	JUNC_2104	24hpi	18768	20370	+	1	42
2105	JUNC_2105	24hpi,72hpi	18768	20419	+	2	1964
2106	JUNC_2106	72hpi	18768	20894	+	1	290
2107	JUNC_2107	24hpi,72hpi	18768	22492	+	2	2051
2108	JUNC_2108	72hpi	18768	24914	+	1	3
2109	JUNC_2109	24hpi	18772	20167	+	1	28
2110	JUNC_2110	72hpi	18793	18876	+	1	8
2111	JUNC_2111	72hpi	18810	18929	+	1	38
2112	JUNC_2112	72hpi	18813	19014	+	1	11
2113	JUNC_2113	72hpi	18813	19040	+	1	7
2114	JUNC_2114	72hpi	18813	19056	+	1	4
2115	JUNC_2115	72hpi	18815	18868	+	1	53
2116	JUNC_2116	24hpi	18816	19042	+	1	5
2117	JUNC_2117	72hpi	18817	19042	+,-	3	254
2118	JUNC_2118	72hpi	18822	18874	+	1	6
2119	JUNC_2119	72hpi	18822	18929	+	1	22
2120	JUNC_2120	72hpi	18977	19029	+	1	25
2121	JUNC_2121	72hpi	18978	20456	+	1	1
2122	JUNC_2122	72hpi	18984	20197	+	1	10
2123	JUNC_2123	72hpi	19038	19467	+	1	7
2124	JUNC_2124	72hpi	19105	20170	+	1	8
2125	JUNC_2125	72hpi	19127	19980	+	1	11
2126	JUNC_2126	72hpi	19162	21217	+	1	7
2127	JUNC_2127	72hpi	19202	19940	+	1	13
2128	JUNC_2128	72hpi	19220	19340	+	1	115
2129	JUNC_2129	72hpi	19269	19470	+	1	30
2130	JUNC_2130	72hpi	19320	19653	-	1	7
2131	JUNC_2131	24hpi	19329	23134	+	1	2
2132	JUNC_2132	72hpi	19335	19534	+	1	23
2133	JUNC_2133	72hpi	19336	19535	+	1	27
2134	JUNC_2134	72hpi	19392	21524	+	1	1
2135	JUNC_2135	72hpi	19445	19897	+	1	31
2136	JUNC_2136	72hpi	19454	20668	-	1	145
2137	JUNC_2137	72hpi	19462	19536	-	1	2
2138	JUNC_2138	72hpi	19482	20179	+	1	110
2139	JUNC_2139	72hpi	19530	19843	+	1	10
2140	JUNC_2140	72hpi	19548	21656	+	1	3
2141	JUNC_2141	72hpi	19555	19708	+	1	20
2142	JUNC_2142	72hpi	19556	20240	+	1	9
2143	JUNC_2143	72hpi	19564	19627	+	1	17
2144	JUNC_2144	24hpi	19598	19712	+	1	1
2145	JUNC_2145	72hpi	19608	19966	+	1	7
2146	JUNC_2146	72hpi	19626	19710	+	1	12
2147	JUNC_2147	24hpi,72hpi	19629	19708	+	2	112
2148	JUNC_2148	72hpi	19629	19885	+	1	28
2149	JUNC_2149	72hpi	19636	19887	+	1	28
2150	JUNC_2150	72hpi	19638	19885	+	1	21
2151	JUNC_2151	72hpi	19647	21338	+	1	3
2152	JUNC_2152	72hpi	19662	19754	+	1	18
2153	JUNC_2153	72hpi	19664	19719	+	1	1
2154	JUNC_2154	72hpi	19664	19755	+	1	26
2155	JUNC_2155	72hpi	19664	19811	+	1	14
2156	JUNC_2156	24hpi	19667	19725	+	1	8
2157	JUNC_2157	24hpi	19673	19814	+	1	1
2158	JUNC_2158	72hpi	19677	19757	+	1	1
2159	JUNC_2159	72hpi	19681	19805	+	1	98
2160	JUNC_2160	72hpi	19706	21745	+	1	51
2161	JUNC_2161	72hpi	19748	21616	+	1	10
2162	JUNC_2162	72hpi	19749	20074	+	1	6
2163	JUNC_2163	72hpi	19766	19836	+	1	2
2164	JUNC_2164	72hpi	19790	20027	+	1	21
2165	JUNC_2165	72hpi	19871	20189	+	1	7
2166	JUNC_2166	72hpi	19873	20183	+	1	37
2167	JUNC_2167	72hpi	19874	20183	+	1	69
2168	JUNC_2168	72hpi	19875	19952	+	1	47
2169	JUNC_2169	72hpi	19880	20213	+	1	432
2170	JUNC_2170	72hpi	19882	20183	+	1	1
2171	JUNC_2171	72hpi	19921	20010	+	1	3
2172	JUNC_2172	72hpi	19922	20000	+	1	1
2173	JUNC_2173	72hpi	19951	20502	+	1	50
2174	JUNC_2174	72hpi	19975	20108	+	1	105
2175	JUNC_2175	72hpi	20018	20179	+	1	19
2176	JUNC_2176	72hpi	20020	20213	+	1	3
2177	JUNC_2177	72hpi	20052	20186	+	1	9
2178	JUNC_2178	72hpi	20053	20187	+	1	1
2179	JUNC_2179	72hpi	20056	20517	+	2	115
2180	JUNC_2180	72hpi	20057	20191	+	1	142
2181	JUNC_2181	72hpi	20096	20199	+	1	4678
2182	JUNC_2182	72hpi	20100	20179	+	1	74
2183	JUNC_2183	72hpi	20120	20187	+	2	268
2184	JUNC_2184	72hpi	20123	20182	+	1	158
2185	JUNC_2185	24hpi,72hpi	20222	20419	+	3	201
2186	JUNC_2186	24hpi,72hpi	20222	20894	+,-	4	65
2187	JUNC_2187	24hpi,72hpi	20223	20389	+	2	82
2188	JUNC_2188	12hpi,24hpi,4hpi,72hpi	20223	20419	+	4	103857
2189	JUNC_2189	24hpi,72hpi	20223	20590	+	2	1240
2190	JUNC_2190	72hpi	20223	20649	+	1	2
2191	JUNC_2191	12hpi,24hpi,4hpi,72hpi	20223	20894	+	4	7060
2192	JUNC_2192	24hpi,72hpi	20223	20958	+	2	549
2193	JUNC_2193	24hpi	20223	20962	+	1	59
2194	JUNC_2194	72hpi	20223	22120	+	1	108
2195	JUNC_2195	24hpi,72hpi	20223	22492	+	2	361
2196	JUNC_2196	72hpi	20226	20424	+	1	4
2197	JUNC_2197	72hpi	20229	20424	+	1	9
2198	JUNC_2198	72hpi	20275	21537	+	1	6
2199	JUNC_2199	72hpi	20305	20646	+	1	6
2200	JUNC_2200	72hpi	20309	20491	+	1	1
2201	JUNC_2201	72hpi	20310	20493	+	1	2
2202	JUNC_2202	72hpi	20318	21982	+	1	5
2203	JUNC_2203	72hpi	20341	20396	+	1	41
2204	JUNC_2204	72hpi	20356	20408	+	1	1
2205	JUNC_2205	72hpi	20361	20643	+	1	1
2206	JUNC_2206	72hpi	20381	21146	+	1	10
2207	JUNC_2207	72hpi	20389	21471	+	1	5
2208	JUNC_2208	72hpi	20445	20527	+	1	272
2209	JUNC_2209	72hpi	20477	21710	+	1	6
2210	JUNC_2210	72hpi	20483	20894	+	1	33
2211	JUNC_2211	72hpi	20491	20542	-	1	3
2212	JUNC_2212	72hpi	20492	21470	+	1	14
2213	JUNC_2213	72hpi	20499	22036	+	1	22
2214	JUNC_2214	72hpi	20503	20559	+	1	176
2215	JUNC_2215	24hpi	20504	20662	+	1	10
2216	JUNC_2216	72hpi	20510	20641	+	1	32
2217	JUNC_2217	72hpi	20516	20646	+	1	34
2218	JUNC_2218	72hpi	20516	21555	+	1	23
2219	JUNC_2219	72hpi	20525	20684	+	2	223
2220	JUNC_2220	72hpi	20526	20673	+	1	49
2221	JUNC_2221	72hpi	20536	21355	+	1	1
2222	JUNC_2222	72hpi	20538	20606	+	1	169
2223	JUNC_2223	72hpi	20540	20682	+	1	146
2224	JUNC_2224	72hpi	20569	20672	+	1	157
2225	JUNC_2225	72hpi	20572	20628	+	1	134
2226	JUNC_2226	72hpi	20581	21397	+	1	48
2227	JUNC_2227	72hpi	20583	20679	+	1	15
2228	JUNC_2228	72hpi	20586	21345	+	1	107
2229	JUNC_2229	72hpi	20601	20724	+	1	85
2230	JUNC_2230	72hpi	20636	21396	+	1	22
2231	JUNC_2231	24hpi,72hpi	20667	20747	-	2	4847
2232	JUNC_2232	72hpi	20675	20834	+	2	43
2233	JUNC_2233	72hpi	20683	20795	+	1	3
2234	JUNC_2234	72hpi	20712	20831	+	1	1
2235	JUNC_2235	72hpi	20739	21290	+	1	29
2236	JUNC_2236	72hpi	20746	23283	-	1	13
2237	JUNC_2237	72hpi	20756	21289	+	1	32
2238	JUNC_2238	72hpi	20758	21299	+	1	1
2239	JUNC_2239	72hpi	20774	20918	+	1	20
2240	JUNC_2240	72hpi	20783	21268	+	1	28
2241	JUNC_2241	72hpi	20792	21318	+	1	60
2242	JUNC_2242	72hpi	20800	21379	+	1	13
2243	JUNC_2243	72hpi	20804	21654	+	1	11
2244	JUNC_2244	72hpi	20814	20883	-	1	1241
2245	JUNC_2245	72hpi	20814	21128	-	1	834
2246	JUNC_2246	72hpi	20814	21682	-	1	557
2247	JUNC_2247	72hpi	20814	22264	-	1	973
2248	JUNC_2248	12hpi	20825	20958	+	1	1
2249	JUNC_2249	72hpi	20837	20898	+	1	146
2250	JUNC_2250	72hpi	20845	21225	+	1	4
2251	JUNC_2251	72hpi	20846	21291	+	1	22
2252	JUNC_2252	72hpi	20869	21213	+	1	11
2253	JUNC_2253	72hpi	20886	21236	+	1	11
2254	JUNC_2254	72hpi	20886	21302	+	1	96
2255	JUNC_2255	72hpi	20892	20959	+	1	142
2256	JUNC_2256	72hpi	20904	21209	+,-	2	448
2257	JUNC_2257	72hpi	20917	21089	+	1	85
2258	JUNC_2258	72hpi	20917	21116	+	1	254
2259	JUNC_2259	72hpi	20921	21216	+	1	277
2260	JUNC_2260	72hpi	20949	21183	-	1	1
2261	JUNC_2261	72hpi	20951	21172	+	1	35
2262	JUNC_2262	72hpi	20965	21089	+	1	167
2263	JUNC_2263	72hpi	20967	21089	+	1	96
2264	JUNC_2264	72hpi	20968	21084	+	1	67
2265	JUNC_2265	72hpi	20968	21093	+	1	837
2266	JUNC_2266	24hpi	20976	21089	-	1	48
2267	JUNC_2267	72hpi	20976	24372	-	1	13
2268	JUNC_2268	72hpi	20977	21072	+	1	1
2269	JUNC_2269	72hpi	20978	21084	+	1	107
2270	JUNC_2270	72hpi	20978	21151	+	1	13
2271	JUNC_2271	72hpi	20996	21058	+	1	3
2272	JUNC_2272	72hpi	21041	21109	+	1	14
2273	JUNC_2273	72hpi	21088	21500	+	1	7
2274	JUNC_2274	72hpi	21110	21183	+	1	15
2275	JUNC_2275	72hpi	21117	21625	+	1	174
2276	JUNC_2276	72hpi	21138	21592	+	1	136
2277	JUNC_2277	24hpi	21148	21399	+	1	1
2278	JUNC_2278	72hpi	21162	24843	+	1	2
2279	JUNC_2279	72hpi	21208	21554	+	1	39
2280	JUNC_2280	72hpi	21231	21299	+	1	1
2281	JUNC_2281	24hpi,72hpi	21257	21348	+	2	471
2282	JUNC_2282	72hpi	21258	21417	+	1	41
2283	JUNC_2283	72hpi	21285	21386	+	1	37
2284	JUNC_2284	72hpi	21353	22492	+	1	9562
2285	JUNC_2285	72hpi	21354	21665	+	1	2
2286	JUNC_2286	72hpi	21368	21627	+	1	16
2287	JUNC_2287	72hpi	21373	21751	+	1	45
2288	JUNC_2288	72hpi	21375	21484	+	1	8
2289	JUNC_2289	72hpi	21386	21513	+	1	9
2290	JUNC_2290	72hpi	21386	21584	+	1	24
2291	JUNC_2291	72hpi	21393	22006	+	1	12
2292	JUNC_2292	72hpi	21420	21788	+	1	38
2293	JUNC_2293	72hpi	21421	21527	+	1	7
2294	JUNC_2294	72hpi	21447	21981	+	1	117
2295	JUNC_2295	72hpi	21470	22020	+	1	16
2296	JUNC_2296	72hpi	21478	23487	+	1	11
2297	JUNC_2297	72hpi	21496	21557	+	1	127
2298	JUNC_2298	72hpi	21512	21679	+	1	18
2299	JUNC_2299	72hpi	21517	21616	+	1	22
2300	JUNC_2300	72hpi	21521	21663	+	1	113
2301	JUNC_2301	72hpi	21535	21634	+	1	2
2302	JUNC_2302	72hpi	21537	21601	+	1	257
2303	JUNC_2303	72hpi	21537	21660	+	1	7
2304	JUNC_2304	72hpi	21539	21637	+	1	188
2305	JUNC_2305	72hpi	21546	21841	+	1	135
2306	JUNC_2306	72hpi	21548	21628	+	1	57
2307	JUNC_2307	72hpi	21555	21622	+	1	171
2308	JUNC_2308	72hpi	21564	21745	+	1	114
2309	JUNC_2309	72hpi	21565	21634	+	1	2
2310	JUNC_2310	72hpi	21570	21782	+	1	121
2311	JUNC_2311	72hpi	21579	21652	+	1	22
2312	JUNC_2312	72hpi	21599	24530	+	1	17
2313	JUNC_2313	72hpi	21650	21971	+	1	16
2314	JUNC_2314	72hpi	21655	22111	+	1	1
2315	JUNC_2315	72hpi	21664	21794	+	1	30
2316	JUNC_2316	72hpi	21667	21927	+	1	84
2317	JUNC_2317	24hpi	21678	21771	+	1	25
2318	JUNC_2318	12hpi,24hpi,72hpi	21735	22264	-,+	6	3123
2319	JUNC_2319	72hpi	21735	24496	+	1	1
2320	JUNC_2320	24hpi,72hpi	21735	24500	-,+	4	33
2321	JUNC_2321	72hpi	21744	21988	+	2	151
2322	JUNC_2322	72hpi	21753	21840	+	1	174
2323	JUNC_2323	72hpi	21758	22264	-	1	1
2324	JUNC_2324	72hpi	21787	21893	+	1	79
2325	JUNC_2325	72hpi	21791	21895	+	1	140
2326	JUNC_2326	72hpi	21798	21905	+	1	471
2327	JUNC_2327	72hpi	21874	22087	+	1	257
2328	JUNC_2328	72hpi	21877	22019	-	1	339
2329	JUNC_2329	72hpi	21878	22038	+,-	3	241
2330	JUNC_2330	72hpi	21881	22176	-	1	1
2331	JUNC_2331	72hpi	21892	22034	+	1	1
2332	JUNC_2332	72hpi	21927	21979	+	1	910
2333	JUNC_2333	72hpi	21946	22135	+,-	2	821
2334	JUNC_2334	72hpi	21973	22045	+	2	2225
2335	JUNC_2335	72hpi	21980	22053	+	1	32
2336	JUNC_2336	72hpi	21985	22129	+	1	2
2337	JUNC_2337	72hpi	21988	22177	+	1	2
2338	JUNC_2338	72hpi	22005	22081	+	1	11
2339	JUNC_2339	72hpi	22059	22119	+	2	271
2340	JUNC_2340	72hpi	22072	22133	+	1	36
2341	JUNC_2341	72hpi	22105	23837		1	2
2342	JUNC_2342	72hpi	22392	22492	+	1	9
2343	JUNC_2343	72hpi	22426	24508	-	1	7
2344	JUNC_2344	72hpi	22511	23304	+	1	8
2345	JUNC_2345	72hpi	22518	23239	+	1	27
2346	JUNC_2346	72hpi	22540	22781	-	1	15
2347	JUNC_2347	72hpi	22540	23592	-	1	7
2348	JUNC_2348	72hpi	22540	24494	-	1	40
2349	JUNC_2349	12hpi,24hpi,72hpi	22540	24500	-	3	1016
2350	JUNC_2350	72hpi	22540	24504	-	1	1
2351	JUNC_2351	12hpi,24hpi,72hpi	22540	24508	-	3	1057
2352	JUNC_2352	24hpi,72hpi	22540	25524	-	2	28
2353	JUNC_2353	72hpi	22552	22754	+	1	1
2354	JUNC_2354	72hpi	22560	23213	+	1	14
2355	JUNC_2355	72hpi	22565	24494	-	1	59
2356	JUNC_2356	72hpi	22565	24500	-	1	141
2357	JUNC_2357	24hpi,72hpi	22565	24508	-	2	83
2358	JUNC_2358	72hpi	22575	25109	+	1	2
2359	JUNC_2359	72hpi	22585	24508	-	1	2
2360	JUNC_2360	72hpi	22592	24534	+	2	19
2361	JUNC_2361	72hpi	22594	23947	+	1	40
2362	JUNC_2362	24hpi,72hpi	22594	24017	+	2	77
2363	JUNC_2363	72hpi	22608	24548	-	1	1
2364	JUNC_2364	72hpi	22611	22852	+	1	54
2365	JUNC_2365	72hpi	22613	22850	+	2	138
2366	JUNC_2366	24hpi,72hpi	22613	22860	+	2	466
2367	JUNC_2367	72hpi	22613	22869	+	1	60
2368	JUNC_2368	72hpi	22613	22877	+	1	37
2369	JUNC_2369	72hpi	22613	23012	+	2	8
2370	JUNC_2370	72hpi	22613	23021	+	1	40
2371	JUNC_2371	72hpi	22613	23658	+	1	20
2372	JUNC_2372	72hpi	22613	23985	+	1	34
2373	JUNC_2373	24hpi	22613	24001	+	1	1
2374	JUNC_2374	24hpi,72hpi	22613	24090	+	2	32
2375	JUNC_2375	72hpi	22613	24508	+	1	15
2376	JUNC_2376	72hpi	22613	24510	+	1	8
2377	JUNC_2377	72hpi	22613	24676	+	1	8
2378	JUNC_2378	72hpi	22615	24424	+	1	27
2379	JUNC_2379	24hpi	22618	22877	-	1	7
2380	JUNC_2380	24hpi,72hpi	22618	23355	-	2	188
2381	JUNC_2381	72hpi	22618	24431	-	1	1
2382	JUNC_2382	72hpi	22633	22892	+	1	1
2383	JUNC_2383	72hpi	22684	22751	+	1	36
2384	JUNC_2384	72hpi	22738	23947	+	1	165
2385	JUNC_2385	72hpi	22738	24017	+	1	146
2386	JUNC_2386	72hpi	22743	22842	-	1	1
2387	JUNC_2387	72hpi	23047	23098	+	1	15
2388	JUNC_2388	72hpi	23100	23165	+	1	6
2389	JUNC_2389	72hpi	23110	23348	-	1	4
2390	JUNC_2390	72hpi	23164	23643	+	1	3
2391	JUNC_2391	72hpi	23245	24563	-	1	223
2392	JUNC_2392	72hpi	23288	23516	+	1	5
2393	JUNC_2393	72hpi	23290	23588	+	1	11
2394	JUNC_2394	72hpi	23296	23376	+	1	45
2395	JUNC_2395	72hpi	23296	23491	+	1	13
2396	JUNC_2396	72hpi	23296	23710	+	1	10
2397	JUNC_2397	72hpi	23298	24921	+	1	9
2398	JUNC_2398	72hpi	23324	23699	+	1	1
2399	JUNC_2399	72hpi	23341	23573	+	1	30
2400	JUNC_2400	72hpi	23479	23532	+	1	26
2401	JUNC_2401	72hpi	23482	23610	+	1	50
2402	JUNC_2402	72hpi	23550	23654	+	1	12
2403	JUNC_2403	72hpi	23560	23643	+	1	10
2404	JUNC_2404	72hpi	23563	23703	+	1	5
2405	JUNC_2405	72hpi	23586	23707	+	1	45
2406	JUNC_2406	72hpi	23591	23703	-	1	93
2407	JUNC_2407	24hpi	23591	23714	-	1	6
2408	JUNC_2408	72hpi	23599	23710	+	1	22
2409	JUNC_2409	72hpi	23600	23771	+	1	22
2410	JUNC_2410	72hpi	23610	23670	+	1	25
2411	JUNC_2411	72hpi	23633	24577	+	1	29
2412	JUNC_2412	24hpi	23641	24500	-	1	14
2413	JUNC_2413	24hpi	23911	23965	-	1	2
2414	JUNC_2414	72hpi	23987	24304	+	1	1
2415	JUNC_2415	72hpi	24016	24536	+	1	7
2416	JUNC_2416	72hpi	24089	24205	+	2	21
2417	JUNC_2417	72hpi	24113	25053	+	1	3
2418	JUNC_2418	72hpi	24585	24649	+	1	1
2419	JUNC_2419	24hpi,72hpi	24602	24700	-,+	4	423
2420	JUNC_2420	72hpi	24602	24793	-	1	13
2421	JUNC_2421	72hpi	24602	24859	-	1	35
2422	JUNC_2422	72hpi	24602	25005	-,+	2	396
2423	JUNC_2423	72hpi	24602	25050	-,+	2	58
2424	JUNC_2424	24hpi,72hpi	24602	25221	-,+	3	85
2425	JUNC_2425	12hpi,24hpi,72hpi	24602	25524	+,-	6	1311
2426	JUNC_2426	72hpi	24602	25580	-,+	2	69
2427	JUNC_2427	72hpi	24602	26055	+	1	1
2428	JUNC_2428	72hpi	24632	24688	+	1	21
2429	JUNC_2429	72hpi	24726	24838	+	1	18
2430	JUNC_2430	72hpi	24740	24859	-,+	2	81
2431	JUNC_2431	72hpi	24743	24813	+	1	1
2432	JUNC_2432	72hpi	24743	24914	+	2	4
2433	JUNC_2433	72hpi	24743	24915	+	1	46
2434	JUNC_2434	72hpi	24749	24819	+	1	12
2435	JUNC_2435	72hpi	24850	24917	+	1	181
2436	JUNC_2436	72hpi	25004	25524	-	1	371
2437	JUNC_2437	72hpi	25064	25524	-	1	193
2438	JUNC_2438	72hpi	25156	25258	-	1	50
2439	JUNC_2439	72hpi	25156	25524	-,+	2	1120
2440	JUNC_2440	72hpi	25156	25580	-	1	925
2441	JUNC_2441	72hpi	25174	25249	-	1	21
2442	JUNC_2442	24hpi	25174	25284	-	1	2
2443	JUNC_2443	72hpi	25174	25524	-	1	37
2444	JUNC_2444	24hpi,72hpi	25364	25524	+,-	3	179
2445	JUNC_2445	72hpi	25364	25580	-	1	1
2446	JUNC_2446	72hpi	25407	25524	-	1	7
2447	JUNC_2447	72hpi	25699	25843	-	1	9
2448	JUNC_2448	72hpi	25701	25835	-	1	21
2449	JUNC_2449	72hpi	25701	25839	-	1	4
2450	JUNC_2450	72hpi	25701	25865	-	1	22
2451	JUNC_2451	72hpi	25701	25891	-	1	2
2452	JUNC_2452	72hpi	25701	25914	-	1	4
2453	JUNC_2453	12hpi,24hpi,4hpi,72hpi	25701	26055	-,+	5	2534
2454	JUNC_2454	72hpi	25934	26223	+	1	2
2455	JUNC_2455	12hpi,24hpi,72hpi	25970	26055	-,+	4	1516
2456	JUNC_2456	72hpi	25970	26056	-	1	1
2457	JUNC_2457	24hpi	26073	26162	-	1	3
